CLINIC,ADDRESS,PHONE,EMAIL
MUDr. Janáková Jitka,Rydultowská 1370 735 14 Orlová - Lutyně,,
MUDr. Janda Přemysl,"Horní náměstí 26 772 00 OlomoucTel.:  585226893, 773876551E-mail:  premysl.janda@seznam.cz","  585226893, 773876551",  premysl.janda@seznam.cz
MUDr. Janda Zdeněk,Československých legií 10 405 02 Děčín 2Tel.:  412532216,  412532216,
MUDr. Jandl Jiří,Olšanská 7 130 00 Praha 3Tel.:  222581617E-mail:  jandl@iol.cz,  222581617,  jandl@iol.cz
MUDr. Jandl Petr,Letenské náměstí 76/3 170 00 Praha 7Tel.:  233 380 337,  233 380 337,
MUDr. Jandlová Hana,28. října 3004 470 01 Česká LípaTel.:  725865051E-mail:  jandlovahana@seznam.cz,  725865051,  jandlovahana@seznam.cz
MUDr. Jandlová Olga,Olšanská 7 130 00 Praha 3Tel.:  222581534,  222581534,
MUDr. Jandová Olga,Lovosická 40/440 190 00 Praha 9Tel.:  266010213,  266010213,
MUDr. Jandovský Zdeněk,Sakařova 755 375 01 Týn nad VltavouTel.:  385721298,  385721298,
MUDr. Jandovský Zdeněk,Malostranská 459 375 01 Týn nad Vltavou,,
MUDr. Janeba Radoslav,Milady Horákové 504 500 06 Hradec Králové,,
MUDr. Janeba Radoslav,Náměstí 43 507 58 Mlázovice,,
MUDr. Janeček František,Mostní 77 280 02 KolínTel.:  321714371,  321714371,
MUDr. Janeček František,Kremličkova 990 280 02 Kolín,,
MUDr. Janek Radomír,Sokolská 64 702 00 OstravaTel.:  596138654,  596138654,
MUDr. Janíková Ludmila,Slavníkovců 313/5 709 00 Ostrava - Mariánské HoryTel.:  702012525,  702012525,
MUDr. Jankovský Bohumír,Kolbenova 159 190 00 Praha 9Tel.:  266035128,  266035128,
MUDr. Jankovský Štěpán,Matice školské 1786/17 370 01 České BudějoviceTel.:  389109298,  389109298,
MUDr. Jannová Miloslava,Bohuslava ze Švamberka 4 140 00 Praha 4Tel.:  241405329,  241405329,
MUDr. Jannová Miloslava,Svatovítská 518/3 160 00 Praha 6Tel.:  241405329,  241405329,
MUDr. Janouš Petr,Na Komárově 105 331 51 KaznějovTel.:  373332517,  373332517,
MUDr. Janouš Petr,Pod Továrnou 92 331 51 KaznějovTel.:  373332517,  373332517,
MUDr. Janoušek Petr,Václavské nám. 37 273 51 Unhošť,,
MUDr. Janoušek Petr,Pražská 910 273 51 UnhošťTel.:  312273379E-mail:  janousek-petr@seznam.cz,  312273379,  janousek-petr@seznam.cz
MUDr. Janoušková Bohumila,"Zastrčená 305/6 141 00 Praha 4Tel.:  274814949, 732506293","  274814949, 732506293",
MUDr. Janoušková Ljuba,Kyjevská 919/8 160 00 Praha 6Tel.:  224321054,  224321054,
MUDr. Janoušková Zdeňka,Brněnská 56 664 83 DomašovTel.:  546441227,  546441227,
MUDr. Janoušková Zdeňka,Záviškova 151/1 594 01 Velké Meziříčí,,
MUDr. Janovský Jiří,Wilsonova 590 539 01 Hlinsko v ČecháchTel.:  469311637E-mail:  janovsky58@seznam.cz,  469311637,  janovsky58@seznam.cz
MUDr. Jánská Jana,Puškinova 226 738 01 Frýdek MístekTel.:  558631529,  558631529,
MUDr. Janský Zdeněk,Husova tř. 1373/13 370 05 České BudějoviceTel.:  386359385,  386359385,
MUDr. Jansová Petra,Slovanská 94 543 03 VrchlabíTel.:  499421447,  499421447,
MUDr. Janu Hana,Podstránská 641/8 627 00 Brno,,
MUDr. Janů Jindra,Dukelská 188/41 358 01 KrasliceTel.:  352686974E-mail:  jindra.janu@volny.cz,  352686974,  jindra.janu@volny.cz
"MUDr. Jarmila Horáková, zubní lékař s.r.o.",Modrá 120 687 06 VelehradTel.:  572571166,  572571166,
MUDr. Jarmila Junková,Sv. Čecha 253 506 01 JičínTel.:  493522274,  493522274,
MUDr. Jaroslav Bradna,Dvorská 912 685 01 Bučovice,,
MUDr. Jaroslav Hammer,Kovářská 237/19 669 02 Znojmo,,
MUDr. Jaroslav Hloušek - UZ diagnostika s.r.o.,Masarykovo náměstí 1097/3 679 61 LetoviceTel.:  530503350E-mail:  shdent@seznam.cz,  530503350,  shdent@seznam.cz
MUDr. Jaroslav Úlehla s.r.o.,Blažkova 2936/5 695 01 HodonínTel.:  518321474,  518321474,
MUDr. Jaroslava Marková s.r.o.,Strojírenská 160 380 01 DačiceTel.:  384456215,  384456215,
MUDr. Jarošová Alice,Sukova tř. 1556 530 02 PardubiceTel.:  466511127,  466511127,
MUDr. Jarošová Miroslava,Vranovská 40 614 00 BrnoTel.:  545577597E-mail:  mlada.vrana@seznam.cz,  545577597,  mlada.vrana@seznam.cz
MUDr. Jaslovská Marie,Nám. gen. Knopa 837 564 01 ŽamberkTel.:  465676818,  465676818,
MUDr. Jašek Petr,8. května 65 783 53 Velká BystřiceTel.:  585351174,  585351174,
MUDr. Javůrková Jana,Zárubova 498 142 00 Praha 4Tel.:  241712466,  241712466,
MUDr. Jedlička Petr,V Úvalu 84/1 150 00 Praha 5Tel.:  733 412 412,  733 412 412,
MUDr. Jedličková Zuzana,561 34 Výprachtice 3Tel.:  605962028,  605962028,
MUDr. Jedličková Zuzana,561 54 Bystřec 182Tel.:  605962028,  605962028,
MUDr. Jedlinková Irena,Staré náměstí 91 735 11 Orlová - LazyTel.:  596531105,  596531105,
MUDr. Jedlinková Irena,735 11 Orlová - LazyTel.:  596531105,  596531105,
MUDr. Jech Pavel,Krymská 37 360 01 Karlovy VaryTel.:  775559223,  775559223,
MUDr. Jechová Viera,"Opatovská 1763 149 00 Praha 11Tel.:  272919664, 272942341","  272919664, 272942341",
MUDr. Jelečková Bohdana,Joklova 102/18 682 01 Vyškov 1Tel.:  799504317,  799504317,
MUDr. Jelenová Hana,Denisovo nábř. 665 547 01 Náchod 1Tel.:  491431104,  491431104,
MUDr. Jelínek František,Dragounská 404/IV 339 01 KlatovyTel.:  376315426,  376315426,
MUDr. Jelínek Jakub,Pod Marjánkou 1906/12 169 00 Praha 6Tel.:  233358776E-mail:  jelinek.jakub@gmail.com,  233358776,  jelinek.jakub@gmail.com
MUDr. Jelinek Peter,Baarova 1121 500 02 Hradec KrálovéTel.:  607900032,  607900032,
MUDr. Jelínek Petr,Americká 358 351 01 Františkovy LázněTel.:  354542751,  354542751,
MUDr. Jelínková Věra,17. listopadu 18 350 02 ChebTel.:  354433712,  354433712,
MUDr. Jelínková Vlasta,Husova 128 286 01 ČáslavTel.:  327314609,  327314609,
MUDr. Jemelková Lenka,751 12 Pavlovice u Přerova 101Tel.:  581791305,  581791305,
MUDr. Jeřábek Jan,Nové náměstí 1431/20 104 00 Praha 10Tel.:  267711918E-mail:  mudr.jerabek@seznam.cz,  267711918,  mudr.jerabek@seznam.cz
MUDr. Jeziorski Petr,Sokolovská 2111 737 01 Český TěšínTel.:  739547696,  739547696,
MUDr. Ježek Jiří,Zárubova 498 142 00 Praha 4Tel.:  241712473,  241712473,
MUDr. Jihlavcová Miluše,Purkyňova 1849 470 01 Česká LípaTel.:  487954965,  487954965,
MUDr. Jícha Martin,Rákosová 588 278 01 Kralupy nad Vltavou 1,,
MUDr. Jícha Martin,"U Školy 17 250 67 KlecanyTel.:  284892244,777933195,777333485","  284892244,777933195,777333485",
MUDr. Jílek Karel,Dr. Beneše 1444 783 91 UničovTel.:  585000454,  585000454,
MUDr. Jilemnický Jan,I. Hermanna 4 460 01 LiberecTel.:  725101066,  725101066,
MUDr. Jílková Markéta,Stromořadí 1286 783 91 UničovTel.:  585054407,  585054407,
MUDr. Jílková Stanislava,Oldřicha Blažka 145 679 02 Rájec - JestřebíTel.:  516410786,  516410786,
MUDr. Jílková Stanislava,O. Blažka 195 679 02 Rájec Jestřebí,,
MUDr. Jílovec Pavel,Sadovského 20 612 00 BrnoTel.:  541244693E-mail:  p241@seznam.cz,  541244693,  p241@seznam.cz
MUDr. Jindrová Jana,Na Žertvách 881/40 180 00 Praha 8Tel.:  284821165,  284821165,
MUDr. Jindrová Petra,"Poštovní 2 702 00 Moravská OstravaTel.:  596113393, 601562123","  596113393, 601562123",
MUDr. Jindřich Pipek s.r.o.,Na Stínadlech 445 397 01 PísekTel.:  382272220,  382272220,
MUDr. Jirásková Eva,Hornická 417 542 33 Rtyně v PodkrkonošíTel.:  776589020,  776589020,
MUDr. Jirkovská Blažena,Masarykova 62 312 12 PlzeňTel.:  377261991,  377261991,
"MUDr. Jirkovská, s.r.o.",Masarykova 1162/62 312 00 PlzeňTel.:  377421550,  377421550,
MUDr. Jirmásek Josef,Bezručova 211 756 61 Rožnov pod RadhoštěmTel.:  773663001,  773663001,
MUDr. Jiroušek Vladimír,Dolní 101 700 30 OstravaTel.:  596784547,  596784547,
MUDr. Jírová Dragounová Lenka,Masarykova 2431/94 400 01 Ústí nad LabemTel.:  477102230,  477102230,
MUDr. Jírový Jaroslav,Tovární 35 384 51 VolaryTel.:  388333255,  388333255,
MUDr. Jirsáková Soňa,Matice školské 1786/ 17 370 01 České BudějoviceTel.:  387730554,  387730554,
"MUDr. Jiří Brož, stomatologické studio s.r.o.",Telečská 1727/34 586 01 JihlavaTel.:  567309654,  567309654,
MUDr. Jiří Hiemer s.r.o.,"třída Komenského 740/51 697 01 KyjovTel.:  518613395, 606777105","  518613395, 606777105",
MUDr. Jiří Horák,Budějovická 806 390 02 TáborTel.:  603576957,  603576957,
MUDr. Jiří Kahánek - stomatochirurgie s.r.o.,tř. T. G. Masaryka 600 738 01 Frýdek-MístekTel.:  724124644E-mail:  kahydent@seznam.cz,  724124644,  kahydent@seznam.cz
MUDr. Jiří Kopeček s.r.o.,Bratří Štefanů 895/1 500 03 Hradec KrálovéTel.:  495865409,  495865409,
MUDr. Jiří Kučera s.r.o.,687 61 Vlčnov 1045Tel.:  572675766,  572675766,
MUDr. Jiří Lebeda,Dr. Kolaříka 131 760 01 ZlínTel.:  577430835,  577430835,
MUDr. Jiří Šálek s.r.o.,Nádražní 982/104 702 00 OstravaTel.:  591150508,  591150508,
"MUDr. Jiří Široký - zubařství, s.r.o.",Komenského 38 672 01 Moravský KrumlovTel.:  515322735,  515322735,
MUDr. Jiří Wolf - stomatologie s.r.o.,Dobrovského 409/1 682 01 VyškovTel.:  517347523E-mail:  mudrwolfordinace@seznam.cz,  517347523,  mudrwolfordinace@seznam.cz
MUDr. Jiřík Michal,tř. T. G. Masaryka 602 738 01 Frýdek - MístekTel.:  777311242,  777311242,
MUDr. Jiřina Kočí s.r.o.,569 61 Dolní Újezd 383Tel.:  461631126,  461631126,
MUDr. Jiřincová Taťana,Vranovská 252 345 22 PoběžoviceTel.:  379497444,  379497444,
MUDr. Jiřištová Miluše,Z. Němečka 130 551 02 Jaroměř - JosefovTel.:  491813485,  491813485,
MUDr. Jíšová Jana,Heydukova 463 430 01 ChomutovTel.:  474721220E-mail:  jisovajana@seznam.cz,  474721220,  jisovajana@seznam.cz
MUDr. Jitka Adamová s.r.o.,Palackého třída 250/29 627 00 BrnoTel.:  541213116,  541213116,
MUDr. Jitka Dostálová,Dvořákova 937/26 702 00 Ostrava - Moravská OstravaTel.:  596139143,  596139143,
MUDr. Jitka Filipová s.r.o.,Eleonory Voračické 2747/32 616 00 BrnoTel.:  541212089,  541212089,
"MUDr. Jitka Hojgrová, zubní ordinace, s.r.o.",Široká 175 751 01 Tovačov,,
MUDr. Jitka Podivínská s.r.o.,Tovačovská 170 783 75 Dub nad MoravouTel.:  585964294,  585964294,
MUDr. Jitka Pospíšilová,Pabláskova 264/2 370 01 České Budějovice 7,,
MUDr. Jitka Slezáková s.r.o.,Masarykova 315 763 26 LuhačoviceTel.:  577133466,  577133466,
MUDr. Jizerová Olga,U pivovarské zahrady 5 400 07 Ústí nad LabemTel.:  475500420,  475500420,
MUDr. Jodas Zdeněk,Komenského 45/1 463 43 Český DubTel.:  485147062,  485147062,
MUDr. Johnová Dagmar,Seydlerova 2451 158 00 Praha 5Tel.:  296113276,  296113276,
MUDr. Johnová Vlasta,Sušilova 1337 755 01 VsetínTel.:  571415001,  571415001,
MUDr. Johová Miluše,Stará cesta 505 377 01 Jindřichův HradecTel.:  384363570,  384363570,
MUDr. Jokl Jiří,Nerudova 1669 769 01 HolešovTel.:  573397284,  573397284,
MUDr. Joklová Ludmila,Tyršova 799 768 24 HulínTel.:  573350467,  573350467,
MUDr. Joklová Ludmila,769 23 Břest 216,,
MUDr. Jonáš Milan,Kpt. Jaroše 298 276 01 MělníkTel.:  315696148,  315696148,
MUDr. Josef Janeček - stomatologie s.r.o.,tř. Václava Klementa 147 293 01 Mladá BoleslavTel.:  326743721,  326743721,
MUDr. Josef Němec s.r.o.,Na Liškově 171 683 52 Křenovice,,
MUDr. Josef Šebek s.r.o.,Soběslavská 2062/44 130 00 Praha 3,,
MUDr. Josef Šebek s.r.o.,Sokolovská 505 537 01 Chrudim IIITel.:  469630150,  469630150,
MUDr. Josef Žižka,Tovární 245 381 01 Český Krumlov,,
MUDr. Joukl Jan,Průmyslová 614 267 01 Králův Dvůr u BerounaTel.:  724275395,  724275395,
MUDr. Juran Petr,Komenského 10 549 01 Nové Město nad MetujíTel.:  491472721,  491472721,
MUDr. Juránek Tomáš,TGM 854/25 360 01 Karlovy Vary,,
MUDr. Juránková Ivana,Dr. D. Bechera 827/3 360 01 Karlovy VaryTel.:  353821452,  353821452,
MUDr. Juránková Martina,"Tovární 882/9 669 02 ZnojmoTel.:  515268269, 736679239","  515268269, 736679239",
MUDr. Jurča Jan,Londýnská 665/45 120 00 Praha 2,,
MUDr. Jurčová Vladimíra,Vigantice 203 756 61 Rožnov pod Radhoštěm 1Tel.:  571657986,  571657986,
MUDr. Jureček Bernard,756 12 Horní Lideč 291Tel.:  571447477,  571447477,
MUDr. Jurisa Matěj,Joštova 138/4 602 00 BrnoTel.:  722944794,  722944794,
MUDr. Jurka Aleš,"671 61 Prosiměřice 172Tel.:  515271400, 606374680E-mail:  jurkaa@tiscali.cz","  515271400, 606374680",  jurkaa@tiscali.cz
MUDr. Jursová Eva,Komenského 1 737 01 Český TěšínTel.:  552532003,  552532003,
MUDr. Jursová Vlasta,671 40 Tavíkovice 150Tel.:  515339205,  515339205,
MUDr. Jusková Pavlína,Opavská 1405/3 785 01 ŠternberkTel.:  585011152,  585011152,
MUDr. Jůza Jiří,Libštát 262 512 03 LibštátTel.:  481689323,  481689323,
MUDr. Jůza Jiří,543 74 Dolní Kalná 40Tel.:  449448169,  449448169,
MUDr. Jůzová Milada,Štěpánská 55/630 110 00 Praha 1Tel.:  224216514,  224216514,
MUDr. Kabátová Olga,Stavbařů 226 386 01 StrakoniceTel.:  383325338,  383325338,
MUDr. Kabelková Zdeňka,Soukalova 3355 143 00 Praha 4Tel.:  241047144E-mail:  zdenakab@entrum.cz,  241047144,  zdenakab@entrum.cz
MUDr. Kabelová Jarmila,Matice školské 17 371 02 České BudějoviceTel.:  387730253,  387730253,
MUDr. Kabilková Jana,U Výstaviště 182/8 750 02 Přerov,,
MUDr. Káca Jiří,Harantova 1253 397 01 PísekTel.:  382213640,  382213640,
MUDr. Káca Vít,Přemyslovská 2331/12 130 00 Praha 3Tel.:  774430140E-mail:  ordinace@vitkaca.cz,  774430140,  ordinace@vitkaca.cz
MUDr. Kacovský Václav,Žlutická 9 301 00 PlzeňTel.:  377536424,  377536424,
MUDr. Kačírek Bořivoj,Herbenova 774/16 400 01 Ústí nad Labem 1Tel.:  475603686,  475603686,
MUDr. Kačírek Bořivoj,SNP 2389/4 400 11 Ústí nad LabemTel.:  725844844E-mail:  borivoj.kacirek@volny.cz,  725844844,  borivoj.kacirek@volny.cz
MUDr. Kadlecová Dorota,Komenského 208/11 250 01 Brandýs nad Labem - Stará BoleslavTel.:  326912084,  326912084,
MUDr. Kadlecová Judina Darja,Vítězné náměstí 829/10 160 00 Praha 6Tel.:  775598599,  775598599,
MUDr. Kadlecová Květoslava,Podkrušnohorská 1039 436 01 LitvínovTel.:  476753063E-mail:  mudr.kadlecova@email.cz,  476753063,  mudr.kadlecova@email.cz
MUDr. Kadleček Vladislav,Jabloňová 2992/8 106 00 Praha 10Tel.:  267295234,  267295234,
MUDr. Kadlečková Eva,Mikulcova 215 533 45 Opatovice nad LabemTel.:  466941672,  466941672,
MUDr. Kahánek Pavel,Topolová 1234 434 01 Most,,
MUDr. Kahánek Petr,Hlinky 122 603 00 BrnoTel.:  775996582,  775996582,
MUDr. Kahánková Hana,J. E. Purkyně 270/5 434 64 Most,,
MUDr. Kaiser Miloslav,Chomutovská 370 431 11 JirkovTel.:  474659763,  474659763,
MUDr. Kaiserová Luisa,Hradecká 1690 500 12 Hradec Králové 12Tel.:  495755245,  495755245,
MUDr. Kajml Jaroslav,5. května 64 511 01 Turnov 1Tel.:  481324408E-mail:  j.kajml@tiscali.cz,  481324408,  j.kajml@tiscali.cz
MUDr. Kalabisová Marie,"Soukalova 3355 143 00 Praha 4Tel.:  241047142, 605870606","  241047142, 605870606",
MUDr. Kalábová Elena,Rolnická 1a 747 05 OpavaTel.:  553732095,  553732095,
MUDr. Kaldarar Petr,Na Strži 1683/40 140 00 Praha 4Tel.:  261132550,  261132550,
MUDr. Kaletová Michaela,Strážek 80 592 53 StrážekE-mail:  ninive@email.cz,,  ninive@email.cz
MUDr. Kalfus Petr,"Česká 50, Cihelny 551 01 JaroměřTel.:  704544075E-mail:  kalfusp@tiscali.cz",  704544075,  kalfusp@tiscali.cz
MUDr. Kalfusová Hana,Nádražní 1589/29 792 01 BruntálTel.:  554714511,  554714511,
MUDr. Kalod Jan,Vinohradská 2165/48 120 00 Praha 2Tel.:  774545256E-mail:  ordinacekalod@gmail.com,  774545256,  ordinacekalod@gmail.com
MUDr. Kalous Martin,náměstí Osvoboditelů 820/1 500 03 Hradec KrálovéTel.:  495211951,  495211951,
MUDr. Kalous Pavel,Smetanova 372 473 01 Nový BorTel.:  487727912E-mail:  Pavel.Kalous@seznam.cz,  487727912,  Pavel.Kalous@seznam.cz
MUDr. Kalousková Martina,Dr. Maye 686/5 709 00 Ostrava - Mariánské HoryTel.:  603540233,  603540233,
MUDr. Kalousová Michaela,9. května 29 682 01 Vyškov 1Tel.:  517341702,  517341702,
MUDr. Kalousová Michaela,Polní 252/1 682 01 Vyškov,,
MUDr. Kaltounová Anna,Modlanská 1856 415 01 TepliceTel.:  417576651,  417576651,
MUDr. Kamil Staněk - zubní ordinace s.r.o.,Boženy Němcové 1066 347 01 Tachov,,
MUDr. Kamila Guregová s.r.o.,Dr. E. Beneše 695 278 01 Kralupy nad VltavouTel.:  315742468,  315742468,
MUDr. Kamila Hirschfeldová s.r.o.,Karlovarská 490/24 301 00 Plzeň,,
MUDr. Kaňa Jindřich,Velké Novosady 8 750 01 PřerovTel.:  581274227,  581274227,
MUDr. Kaňáková Marie,J. Skácela 1325 696 62 StrážniceTel.:  518332141,  518332141,
MUDr. Kaněrová Hana,"Františka Křížka 683/22 170 00 Praha 7Tel.:  233375157, 732800795E-mail:  dentkan@seznam.cz","  233375157, 732800795",  dentkan@seznam.cz
MUDr. Kaněrová Hana,Tochovická 515 262 72 BřezniceTel.:  326550049,  326550049,
MUDr. Kania Michal,Ruská 751/42 703 00 Ostrava - VítkoviceTel.:  596636003,  596636003,
MUDr. Kaniová Petra,Dr. Martínka 7 700 30 Ostrava - HrabůvkaTel.:  595703229,  595703229,
MUDr. Kantor Jiří,Vrbenská 761 757 01 Valašské MeziříčíTel.:  571623183,  571623183,
MUDr. Kaplunová Alena,Nádražní 35 789 85 MohelniceTel.:  583430229,  583430229,
MUDr. Karafiátová Lucie,Purkyňova 1849 470 01 Česká LípaTel.:  487954976E-mail:  ortodonciecl@centrum.cz,  487954976,  ortodonciecl@centrum.cz
MUDr. Karas Tomáš,Palackého 1770 739 11 Frýdlant nad Ostravicí,,
MUDr. Karásková Heidi,Potoční 285 357 07 OlovíTel.:  352673198,  352673198,
"MUDr. Karel Máca, privátní zubní praxe s.r.o.",Přimdská 501 348 02 Bor u TachovaTel.:  374790909,  374790909,
MUDr. Karel Vajda,Na Nové 2112/14 789 01 Zábřeh,,
"MUDr. Karel Votava, s.r.o.",Jankovcova 788/16 170 00 Praha 7,,
MUDr. Karhánek Vladislav,Dvořákova 907/10 407 53 Jiříkov 1Tel.:  412338443,  412338443,
MUDr. Karhánková Růžena,Máchova 492 408 01 RumburkTel.:  412332701,  412332701,
MUDr. Karla Odstrčilová,Selské nám. 42/60 779 00 Olomouc,,
MUDr. Karlíková Radoslava,nám. Míru 122 768 24 HulínTel.:  573351780,  573351780,
MUDr. Karlin Ivan,Koněvova 172 130 00 Praha 3Tel.:  271774575,  271774575,
MUDr. Kárníková Jitka,Božkovská 2967/4 141 00 Praha 4,,
MUDr. Kárníková Radka,Dr. Martínka 7 700 30 Ostrava - HrabůvkaTel.:  595703387,  595703387,
MUDr. Karnoldová Martina,T. Brzkové 15 315 00 PlzeňTel.:  377382730,  377382730,
MUDr. Karpowiczová Dagmar,nám. Dr. M. Horákové 8 360 01 Karlovy VaryTel.:  353232059,  353232059,
MUDr. Karra Jamal,"Ruzyňská 26 161 00 Praha 6Tel.:  235313287, 235313661","  235313287, 235313661",
MUDr. Kartaš Jaroslav,Sídliště 1100 153 00 Praha 5 - RadotínTel.:  257811607,  257811607,
MUDr. Kaška Petr,U Husova sboru 2012 530 02 PardubiceTel.:  466615483,  466615483,
MUDr. Kašpar Petr,Ostrovní 127/28 110 00 Praha 1,,
MUDr. Kašpárková Markéta,Vítězné náměstí 10 160 00 Praha 6Tel.:  224318750,  224318750,
MUDr. Kašparová Dagmar,Voříškova 169 517 54 VamberkTel.:  602514715E-mail:  kasparova.dg@seznam.cz,  602514715,  kasparova.dg@seznam.cz
MUDr. Kašparová Irena,Pražská 752 274 01 SlanýTel.:  735864225,  735864225,
MUDr. Kašparová Irena,Wilsonova 767 274 01 SlanýTel.:  312526095,  312526095,
MUDr. Kašparová Jitka,Nová říše 624/2 594 01 Velké MeziříčíTel.:  566523796,  566523796,
MUDr. Kašparová Leona,Růžová 195 572 01 Polička,,
MUDr. Kateřina Fastová s.r.o.,Sladovnická 228 337 01 RokycanyTel.:  371728685,  371728685,
MUDr. Kateřina Hartigová s.r.o.,Masarykova třída 900 735 14 Orlová - Lutyně,,
MUDr. Kateřina Mašková,Kladenská 728 273 43 BuštěhradTel.:  312250676,  312250676,
MUDr. Katrňáková Dita,Kráčiny 296 769 01 HolešovTel.:  573395153E-mail:  dita.katrnakova@volny.cz,  573395153,  dita.katrnakova@volny.cz
MUDr. Kauerová Hana,Sokolovská 304 190 00 Praha 9Tel.:  266006115,  266006115,
MUDr. Kavan Ondřej,náměstí Václava Vacka 1668/15 708 00 OstravaTel.:  604553777,  604553777,
MUDr. Kavan Ondřej,Z. Vavříka 19 700 30 OstravaTel.:  604553777E-mail:  kavan.ondrej@seznam.cz,  604553777,  kavan.ondrej@seznam.cz
MUDr. Kazák Ladislav,Hviezdoslavova 1600 /6 149 00 Praha 4Tel.:  272919662,  272919662,
MUDr. Kazdová Dagmar,České armády 17 412 01 Litoměřice 1Tel.:  416731244,  416731244,
MUDr. Kazdová Ivana,Barákova 583 506 01 JičínTel.:  608657366,  608657366,
MUDr. Kazik Petr,Hrabinská 1930/28a 737 01 Český Těšín 1Tel.:  558711279,  558711279,
MUDr. Kaziková Miroslava,Hrabinská 1930/28a 737 01 Český Těšín 1Tel.:  558711279,  558711279,
MUDr. Kellermannová Marie,nám. Svobody 2/I 342 01 SušiceTel.:  376522313E-mail:  mudr.kellermannovazub@seznam.cz,  376522313,  mudr.kellermannovazub@seznam.cz
MUDr. Keprt Michal,Albrechtická 804/24 794 01 KrnovTel.:  554619342,  554619342,
MUDr. Kervitzerová Ludmila,Dr.Mareše 9 669 02 ZnojmoTel.:  515241141,  515241141,
MUDr. Kerzl Roman,Plzeňská 2622/12 700 30 Ostrava-ZábřehTel.:  596748164,  596748164,
MUDr. Keshavarz Massoumeh,Na Dlouhém lánu 11 160 00 Praha 6Tel.:  732313563E-mail:  mail@primarovntka.cz,  732313563,  mail@primarovntka.cz
MUDr. Keshavarz Massoumeh,Tachovská 609/8 153 00 Praha 5,,
MUDr. Khecková Marie,Tř. Legií 1149 393 01 Pelhřimov 1Tel.:  565326050,  565326050,
MUDr. Kheir Toni,Křížkovského 33 603 00 Brno,,
MUDr. Kinclová Šárka,Široká 2 664 91 IvančiceTel.:  734745169,  734745169,
MUDr. Kincová Milena,569 07 Radiměř 440Tel.:  461594128,  461594128,
MUDr. Kincová Milena,569 01 Hradec nad Svitavou 549Tel.:  461548230,  461548230,
MUDr. Kindlová Jana,Dr. Martínka 1491/7 700 30 Ostrava - HrabůvkaTel.:  595703268,  595703268,
MUDr. Kindlová Katarína,Košická 1956 356 01 SokolovTel.:  352623218E-mail:  vladimir.kindl@seznam.cz,  352623218,  vladimir.kindl@seznam.cz
MUDr. Kirinovič Igor,Karlova 565/11 301 00 PlzeňTel.:  377325027,  377325027,
MUDr. Kiša Milan,Nebory 280 739 57 TřinecTel.:  732868486,  732868486,
MUDr. Kiššová Magdalena,Senovážné nám. 23 112 82 Praha 1Tel.:  224142777,  224142777,
MUDr. Kittler Martin,Tyršova 508/13 460 01 LiberecTel.:  485106291E-mail:  objednani@kittler.cz,  485106291,  objednani@kittler.cz
MUDr. Kittler Martin,Moskevská 637/6 460 01 Liberec 5Tel.:  485106291E-mail:  objednani@kittler.cz,  485106291,  objednani@kittler.cz
MUDr. Kittlerová Dagmar,Moskevská 637/6 460 01 Liberec 4Tel.:  482 710 012,  482 710 012,
MUDr. Kitzbergerová Ladislava,Mírová 5 289 22 Lysá nad LabemTel.:  325561081,  325561081,
MUDr. Klail Richard,Benešova 647 284 01 Kutná HoraTel.:  327524068E-mail:  klail@email.cz,  327524068,  klail@email.cz
MUDr. Klančíková Marie,Šrámkova 3293/3 400 11 Ústí nad LabemTel.:  472770977,  472770977,
MUDr. Klančíková Marie,Mírová 160 403 32 PovrlyTel.:  475227005,  475227005,
MUDr. Klapková Alena,Lesní cesta 1 400 01 Ústí nad LabemTel.:  472743361,  472743361,
MUDr. Klauberová Petra,Šustova 1930/2 148 00 Praha 11 - ChodovTel.:  606767603,  606767603,
MUDr. Klaus Edmund,Zálužská 644 330 11 TřemošnáTel.:  377953460,  377953460,
MUDr. Klečka Michal,281 43 Bečváry 185Tel.:  321796284E-mail:  michalklecka@seznam.cz,  321796284,  michalklecka@seznam.cz
MUDr. Klegová Radana,Tyršova 949 744 01 Frenštát pod RadhoštěmTel.:  556831691,  556831691,
MUDr. Klein Karel,Neratovická 237 277 13 Kostelec nad LabemTel.:  777772048E-mail:  klelincharlie@seznam.cz,  777772048,  klelincharlie@seznam.cz
MUDr. Kleindienstová Zita,"Huťská 211 272 01 KladnoTel.:  312619142, 739619185","  312619142, 739619185",
MUDr. Kleindienstová Zita,Fibichova 1800 272 01 KladnoTel.:  739619185,  739619185,
MUDr. Klepalová Magda,Fibichova 2825 434 01 MostTel.:  476104717,  476104717,
MUDr. Klikarová Anna,nám. Čs. armády 69 549 31 HronovTel.:  491482700,  491482700,
MUDr. Klikarová Zuzana,Smolenská 42/29 101 00 Praha 10Tel.:  271741186,  271741186,
MUDr. Klíma Jasoň,Bechyňovo nám. 2 582 22 PřibyslavTel.:  569484614E-mail:  jason.klima@seznam.cz,  569484614,  jason.klima@seznam.cz
MUDr. Klimecká Taťána,T. G. Masaryka 600 738 01 Frýdek MístekTel.:  774632124,  774632124,
MUDr. Klimek Jan,Českých Bratří 407 547 01 Náchod 1Tel.:  491427603,  491427603,
MUDr. Klimešová Eva,V Kopečku 81 500 03 Hradec KrálovéTel.:  495537100E-mail:  Dr.klimesova@centrum.cz,  495537100,  Dr.klimesova@centrum.cz
